Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
9,0,21,800,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1680,2020-10-27T10:29:12.5460-0500,637394093525460000,1619537353
6,4,5,320,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1681,2020-10-27T10:29:50.4850-0500,637394093904850000,1619537390
19,2,41,800,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1682,2020-10-27T10:30:32.7180-0500,637394094327180000,1619537433
15,0,0,160,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1683,2020-10-27T10:31:08.0080-0500,637394094680080000,1619537468
30,19,27,960,320,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1684,2020-10-27T10:31:52.3510-0500,637394095123510000,1619537512
68,57,19,483,2093,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1685,2020-10-27T10:33:07.5010-0500,637394095875010000,1619537588
15,0,0,648,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1686,2020-10-27T10:36:57.9590-0500,637394098179590000,1619537818
6,4,1,810,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1687,2020-10-27T10:38:28.1890-0500,637394099081890000,1619537908
15,0,0,162,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1688,2020-10-27T10:40:11.8560-0500,637394100118560000,1619538012
15,0,0,162,0,0,417db1c3f6c5414092021ff2ca769e22,,02a5d1c69f5d44cfa9d2a256e62725a7,1689,2020-10-27T10:46:09.8189-0500,637394103698189000,1619538370
